index,original_text,translation,has_translation,original_length,translation_length,length_ratio,original_word_count,translation_word_count,word_count_ratio,original_char_count,translation_char_count,char_count_ratio,original_sentence_count,translation_sentence_count,fuzzy_similarity,detected_language
119,"Calculate the average rating and identify the highest share for each episode listed, sorted by the average rating in descending order.",Ortalama dereceliyi hesaplayın ve aşağıdaki sırada ortalama dereceliğe göre sıralanan listelenen her bölüm için en yüksek payı belirleyin.,True,134,138,1.0298507462686568,21.0,18.0,0.8571428571428571,134.0,138.0,1.0298507462686568,1.0,1.0,0.29,tr
120,"For each season, which team has been the highest winner in their respective group?","Her sezon için, hangi takım gruplarında en fazla kazanan oldu?",True,82,62,0.7560975609756098,14.0,10.0,0.7142857142857143,82.0,62.0,0.7560975609756098,1.0,1.0,0.29,tr
121,"Provide information about the races at rounds six and twelve of the 1992 Formula One season, specifying the round number, event name, date, location, pole position driver, fastest lap driver, and winning driver and constructor.","1992 Formula 1 sezonunun altıncı ve on ikinci turlarında yarışlar hakkında bilgi vererek tur numarasını, etkinlik adını, tarihini, yeri, pole position sürücüsünü, en hızlı tur sürücüsünü ve kazanan sürücüyü ve yapımcıyı belirtin.",True,227,229,1.0088105726872247,35.0,32.0,0.9142857142857143,227.0,229.0,1.0088105726872247,1.0,1.0,0.31,tr
122,Identify the location where the maximum number of races took place in the 1989 Formula One season?,1989 Formula 1 sezonunda en fazla yarışın gerçekleştirildiği yeri belirleyin.,True,98,77,0.7857142857142857,17.0,10.0,0.5882352941176471,98.0,77.0,0.7857142857142857,1.0,1.0,0.36,tr
123,"What are the English names, foundation years, and providers for institutions managed by organizations with 'National' in their names?","İngilizce isimleri, kuruluş yılları ve isimlerinde 'Ulusal' olan kuruluşlar tarafından yönetilen kurumların sağlayıcıları nelerdir?",True,133,131,0.9849624060150376,19.0,14.0,0.7368421052631579,133.0,131.0,0.9849624060150376,1.0,1.0,0.23,tr
124,How many grand prix races have a report indicating a problem?,Kaç Grand Prix yarışında bir sorun olduğunu gösteren bir rapor var?,True,61,67,1.098360655737705,11.0,11.0,1.0,61.0,67.0,1.098360655737705,1.0,1.0,0.37,tr
125,"Which country has the highest combined total of men's and women's marathon wins and half marathon wins, and what is this total?",Hangi ülkenin toplamda erkek ve kadın maratonu ve yarı maratonu kazanma sayısı en fazla ve bu toplam ne kadar?,True,127,110,0.8661417322834646,24.0,19.0,0.7916666666666666,127.0,110.0,0.8661417322834646,1.0,1.0,0.41,tr
126,"For the years between 1961 and 1970, what were the grand finalists, scores, and venues?","1961 ile 1970 yılları arasında, büyük finalistler, puanlar ve mekanlar nelerdir?",True,87,80,0.9195402298850575,15.0,11.0,0.7333333333333333,87.0,80.0,0.9195402298850575,1.0,1.0,0.5,tr
127,"For each venue where the season result was a premier, could you tell me the venue and the total margin achieved?","Mevsim sonuçlarının ilk olduğu her bir mekan için, bana mekan ve elde edilen toplam farkı söyleyebilir misiniz?",True,112,111,0.9910714285714286,21.0,17.0,0.8095238095238095,112.0,111.0,0.9910714285714286,1.0,1.0,0.38,tr
128,Which team was crowned the double premiership winner based on the information given?,Hangi takım verilen bilgilere dayanarak iki kez başkanlık kazanan olarak taçlandırıldı?,True,84,87,1.0357142857142858,13.0,11.0,0.8461538461538461,84.0,87.0,1.0357142857142858,1.0,1.0,0.26,tr
129,What is the earliest and latest race date for each round?,Her tur için en erken ve en son yarış tarihi nedir?,True,57,51,0.8947368421052632,11.0,11.0,1.0,57.0,51.0,0.8947368421052632,1.0,1.0,0.32,tr
130,"For each race, what is the highest fastest lap time when the driver who won the race also achieved it?","Her yarış için, yarışta kazanan sürücü de en hızlı dönüm süresi ne zaman elde etti?",True,102,83,0.8137254901960784,20.0,15.0,0.75,102.0,83.0,0.8137254901960784,1.0,1.0,0.15,tr
131,"For each race and its associated location, provide the total number of grands prix held.","Her yarış ve ilgili konumu için, düzenlenen büyük ödüllerin toplam sayısını belirtin.",True,88,85,0.9659090909090909,15.0,12.0,0.8,88.0,85.0,0.9659090909090909,1.0,1.0,0.2,tr
132,Can you provide the count of races for each individual date where Formula One non-championship events took place in 1963?,1963'te Formula 1 şampiyonası olmayan yarışların olduğu her yarışın sayısını verebilir misiniz?,True,121,95,0.7851239669421488,21.0,12.0,0.5714285714285714,121.0,95.0,0.7851239669421488,1.0,1.0,0.29,tr
133,"Summarize the data by circuit, showing the count of non-championship races held on April 22nd.",22 Nisan'da yapılan şampiyonluk dışı yarışların sayısını gösteren devreye göre verileri özetleyin.,True,94,98,1.0425531914893618,16.0,12.0,0.75,94.0,98.0,1.0425531914893618,1.0,1.0,0.24,tr
134,"How many races were held at each distinct circuit and race name combination, ordered by the number of races in descending order?","Her farklı bir çevre ve ırk adı kombinasyonunda, aşağıya düşen sırada yarış sayısına göre kaç yarış düzenlendi?",True,128,111,0.8671875,22.0,17.0,0.7727272727272727,128.0,111.0,0.8671875,1.0,1.0,0.29,tr
135,Which dates had more than one non-championship race recorded in the table?,Hangi tarihlere birden fazla şampiyonluk dışı yarış kaydedildi?,True,74,63,0.8513513513513513,13.0,8.0,0.6153846153846154,74.0,63.0,0.8513513513513513,1.0,1.0,0.37,tr
136,What is the total number of races held on each date in the 1951 Formula One season?,1951 Formula 1 sezonunda her tarihte düzenlenen yarışların toplam sayısı nedir?,True,83,79,0.9518072289156626,17.0,11.0,0.6470588235294118,83.0,79.0,0.9518072289156626,1.0,1.0,0.37,tr
137,What is the total U.S. viewership for the episode 'Pilot'?,'Pilot' bölümünün toplam ABD izleyicisi sayısı ne kadar?,True,58,56,0.9655172413793104,10.0,8.0,0.8,58.0,56.0,0.9655172413793104,1.0,1.0,0.25,tr
138,"What are the maximum motive power, torque at RPM, engine displacement, engine type, and 0-100km/h acceleration for engines that match B5202%, B5204%, B5244%, B5252%, B5254%, or B5234%?","B5202%, B5204%, B5244%, B5252%, B5254%, veya B5234% ile eşleşen motorlar için maksimum motor gücü, topu, motoru hareketlilik, motoru türü ve 0-100 km/h hızlandırma nedir?",True,184,170,0.9239130434782609,29.0,26.0,0.896551724137931,184.0,170.0,0.9239130434782609,1.0,1.0,0.44,tr
139,"Please list the series, their respective years, and the top performer as well as the runner-up's performance for each series.","Lütfen dizilerin, ilgili yıllarının ve her dizide en iyi performans gösterenlerin yanı sıra ikinci sıradaki performansın listesini yapın.",True,125,137,1.096,22.0,18.0,0.8181818181818182,125.0,137.0,1.096,1.0,1.0,0.3,tr
140,Which position did the highest number of players who had a stint with the Utah Jazz during the year 1978-79 hold?,1978-79 yılları boyunca Utah Jazz'la bir süreliğine sahip olan en fazla oyuncu hangi pozisyonda bulunuyordu?,True,113,108,0.9557522123893806,22.0,16.0,0.7272727272727273,113.0,108.0,0.9557522123893806,1.0,1.0,0.28,tr
141,What player wore jersey number 4 and what is their nationality?,Hangi oyuncu 4 numara giydi ve milliyetleri nedir?,True,63,50,0.7936507936507936,11.0,8.0,0.7272727272727273,63.0,50.0,0.7936507936507936,1.0,1.0,0.31,tr
142,Count the number of times players who played as guards for the Utah Jazz transitioned before players who played as centers during their entire careers.,Utah Jazz'ın gardiyanları olarak oynayan oyuncuların tüm kariyerleri boyunca merkez olarak oynayan oyunculardan önce kaç kez geçiş yaptıklarını sayın.,True,151,150,0.9933774834437086,25.0,19.0,0.76,151.0,150.0,0.9933774834437086,1.0,1.0,0.25,tr
143,What is the average U.S. viewership for each director's episode?,Her yönetmenin ABD'de izleyici sayısı ne kadar?,True,64,47,0.734375,11.0,7.0,0.6363636363636364,64.0,47.0,0.734375,1.0,1.0,0.25,tr
144,Which years did Tiger Woods win the WGC-American Express Championship and what was his margin of victory?,Tiger Woods hangi yıllarda WGC-American Express Şampiyonasını kazandı ve kazanma oranı neydi?,True,105,93,0.8857142857142857,18.0,13.0,0.7222222222222222,105.0,93.0,0.8857142857142857,1.0,1.0,0.57,tr
145,"What is the total number of top performances (including wins, second places, third places, top 10 finishes, and top 25 finishes) for each year?","Her yıl en iyi performansların toplam sayısı (gönüller, ikinci yerler, üçüncü yerler, en iyi 10 yer ve en iyi 25 yer) nedir?",True,143,124,0.8671328671328671,24.0,22.0,0.9166666666666666,143.0,124.0,0.8671328671328671,1.0,1.0,0.3,tr
146,"What were the years, locations, 1st place winners, and 2nd place winners where 1st Place was like '%University%' and 2nd Place was like '%Oklahoma%'?","1'inci yerin '%University%' ve 2'inci yerin '%Oklahoma%' olduğu yıllar, yerler, 1. yer kazananlar ve 2. yer kazananlar nelerdir?",True,149,128,0.8590604026845637,24.0,18.0,0.75,149.0,128.0,0.8590604026845637,1.0,3.0,0.39,tr
147,How many locomotives were built by each builder for the given set of numbers?,Her inşaatçı belirli bir sayı için kaç lokomotif inşa etti?,True,77,59,0.7662337662337663,14.0,10.0,0.7142857142857143,77.0,59.0,0.7662337662337663,1.0,1.0,0.31,tr
148,"Which players have numbers, their debut dates, names, date of births, number of caps, number of goals, and the dates of their deaths, and were born on or after January 18, 1890 and before August 20, 1894?","Hangi oyuncuların numaraları, ilk tarihleri, isimleri, doğum tarihi, takım sergileri sayısı, gol sayısı ve ölüm tarihleri vardır ve 18 Ocak 1890'da veya sonrasında ve 20 Ağustos 1894'den önce doğmuşlardır?",True,204,205,1.0049019607843137,37.0,29.0,0.7837837837837838,204.0,205.0,1.0049019607843137,1.0,1.0,0.25,tr
149,Please give me the list of all educational institutions present in the database.,Lütfen bana veri tabanında bulunan tüm eğitim kurumlarının listesini verin.,True,80,75,0.9375,13.0,10.0,0.7692307692307693,80.0,75.0,0.9375,1.0,1.0,0.25,tr
150,"What is the total number of games played, average attendance, highest attendance, lowest attendance, and the change in attendance from last year for each team?","Oyunların toplam sayısı, ortalama katılımcılık, en fazla katılımcılık, en düşük katılımcılık ve her takım için geçen seneden bu yana katılımcılık değişikliği nedir?",True,159,164,1.0314465408805031,25.0,22.0,0.88,159.0,164.0,1.0314465408805031,1.0,1.0,0.17,tr
151,"For each tournament, determine the average score and provide the ranking based on these scores.",Her turnuva için ortalama puanı belirleyin ve bu puanlara göre sıralamayı verin.,True,95,80,0.8421052631578947,15.0,12.0,0.8,95.0,80.0,0.8421052631578947,1.0,1.0,0.31,tr
152,What is the average score for each tournament?,Her turnuva için ortalama puan nedir?,True,46,37,0.8043478260869565,8.0,6.0,0.75,46.0,37.0,0.8043478260869565,1.0,1.0,0.35,tr
153,What tournaments were held in locations that hosted more than one tournament?,Birden fazla turnuva düzenlenen yerlerde hangi turnuvalar düzenlendi?,True,77,69,0.8961038961038961,12.0,8.0,0.6666666666666666,77.0,69.0,0.8961038961038961,1.0,1.0,0.29,tr
154,"What are the titles, directors, and writers of the episodes along with the count of how many times each combination appears?","Bölümlerin başlıkları, yönetmenleri ve yazarları ve her bir kombinasyonun kaç kez gösterildiği sayımı nedir?",True,124,108,0.8709677419354839,21.0,14.0,0.6666666666666666,124.0,108.0,0.8709677419354839,1.0,1.0,0.26,tr
155,"What are the series numbers, season numbers, titles, directors, writers, and original air dates that appear in more than one season of the TV show?","Televizyon programının birden fazla sezonunda çıkan dizilerin, sezon numaralarının, başlıkların, yönetmenlerin, yazarların ve orijinal yayın tarihleri nedir?",True,147,157,1.0680272108843538,25.0,17.0,0.68,147.0,157.0,1.0680272108843538,1.0,1.0,0.29,tr
156,"Which celebrities have episodes with the maximum viewership, and provide their total number, director, original air date, and viewership count?","Hangi ünlülerin en fazla izleyicileri olan bölümleri var ve toplam sayısını, yönetmeni, orijinal yayın tarihini ve izleyicilerin sayısını belirtiyorlar?",True,143,152,1.062937062937063,20.0,19.0,0.95,143.0,152.0,1.062937062937063,1.0,1.0,0.28,tr
157,"What is the difference between the Marginal Ordinary Income Tax Rate for Married Filing Jointly or Qualified Widow(er) and Single filers, and how does it compare for Married Filing Separately?",Evli veya nitelikli dullar için ortak veya tek başvuru yapanlar için Marginal Ordinary Income Tax Rate ile eşli başvuru yapanlar arasında fark nedir ve ayrı ayrı başvuru yapanlar için nasıl karşılaştırılır?,True,192,206,1.0729166666666667,30.0,31.0,1.0333333333333334,192.0,206.0,1.0729166666666667,1.0,1.0,0.34,tr
158,"What disasters, their respective years, countries affected, scale of disaster, number of people assisted, and nature of help had a focus on either shelter or medical aid, sorted by the number of people assisted in descending order?","Hangi felaketler, ilgili yılları, etkilenen ülkeler, felaketin ölçeği, yardım edilenlerin sayısı ve yardımın doğası, aşağıdaki sırada yardım edilenlerin sayısına göre yerleşik veya tıbbi yardım üzerine odaklandı?",True,231,212,0.9177489177489178,37.0,26.0,0.7027027027027027,231.0,212.0,0.9177489177489178,1.0,2.0,0.05,tr
159,"For each capital city, what is the average area in square kilometers of their respective voivodeships, listed in descending order of these averages?","Her başkent için, bu ortalamaların düşen sırada listelenen kendi bölgeleri arasındaki ortalama alan, her bölgenin kare kilometre olarak ne kadar?",True,148,145,0.9797297297297297,23.0,20.0,0.8695652173913043,148.0,145.0,0.9797297297297297,1.0,1.0,0.25,tr
160,How many institutions are there for each type and what is the count of each type excluding those with no nickname?,Her tip için kaç kurum var ve takma isimsizlerin haricinde her tipin sayısı nedir?,True,114,82,0.7192982456140351,21.0,14.0,0.6666666666666666,114.0,82.0,0.7192982456140351,1.0,1.0,0.32,tr
161,"For each ship, calculate the duration from when it entered service until it was last active, and provide the ship's name.","Her gemi için, en son aktifleşene kadar hizmet başlattığı andan itibaren sürenin hesaplanmasını ve geminin adını belirtin.",True,121,122,1.0082644628099173,22.0,17.0,0.7727272727272727,121.0,122.0,1.0082644628099173,1.0,1.0,0.29,tr
162,"What are the player's names, positions, schools, hometowns, and MLB draft rounds for players who were drafted in the 1st, 3rd, or 5th round?","Oyuncuların isimleri, pozisyonları, okulları, memleketleri ve 1., 3. veya 5. turda seçilen oyuncular için MLB taslak turları nelerdir?",True,140,134,0.9571428571428572,25.0,18.0,0.72,140.0,134.0,0.9571428571428572,1.0,2.0,0.3,tr
163,"List the players, their positions, schools, hometowns, and MLB drafts for those who were drafted in the 1st, 2nd, or 3rd rounds.","Oyuncuları, pozisyonlarını, okullarını, memleketlerini ve MLB taslaklarını 1., 2. veya 3. turda taslaklananlar için listelen.",True,128,125,0.9765625,22.0,15.0,0.6818181818181818,128.0,125.0,0.9765625,1.0,1.0,0.35,tr
164,"Can you count how many players were drafted in the 3rd, 1st, or 2nd round for each position listed in the table?","Tablonun her pozisyonu için 3., 1. veya 2. turda kaç oyuncu seçildiğini sayabilir misin?",True,112,88,0.7857142857142857,22.0,14.0,0.6363636363636364,112.0,88.0,0.7857142857142857,1.0,1.0,0.11,tr
165,"List the names, positions, schools, hometowns, and MLB drafts of players who were selected in the 1st round, ordered by their draft year in descending order?","1. turda seçilen oyuncuların isimlerini, pozisyonlarını, okullarını, memleketlerini ve MLB taslaklarını aşağıdaki sırada taslak yıllarına göre listeler.",True,157,152,0.9681528662420382,26.0,17.0,0.6538461538461539,157.0,152.0,0.9681528662420382,1.0,1.0,0.28,tr
166,What are the names of the players listed in the table?,Masada listelenen oyuncuların isimleri nelerdir?,True,54,48,0.8888888888888888,11.0,5.0,0.45454545454545453,54.0,48.0,0.8888888888888888,1.0,1.0,0.29,tr
167,What is the total number of players from each high school on the 2012 USA Today All-USA high school football team?,2012 USA Today All-USA lise futbol takımında her liseye katılan oyuncuların toplam sayısı nedir?,True,114,96,0.8421052631578947,22.0,15.0,0.6818181818181818,114.0,96.0,0.8421052631578947,1.0,1.0,0.51,tr
168,Could you provide me with the deviations for each year's population of each subdivision compared to their respective average populations?,"Her bölgeye göre yıllık nüfus farklılıklarını, kendi ortalama nüfuslarına göre göre verebilir misiniz?",True,137,102,0.7445255474452555,21.0,13.0,0.6190476190476191,137.0,102.0,0.7445255474452555,1.0,1.0,0.31,tr
169,What positions have more than one player listed in the Houston Rockets all-time roster?,Houston Rockets'in tüm zamanların listesinde birden fazla oyuncunun bulunduğu pozisyonlar nelerdir?,True,87,99,1.1379310344827587,15.0,11.0,0.7333333333333333,87.0,99.0,1.1379310344827587,1.0,1.0,0.37,tr
170,What players were on the Houston Rockets team during the years 1980 and 1981?,1980 ve 1981 yıllarında Houston Rockets takımında hangi oyuncular vardı?,True,77,72,0.935064935064935,14.0,10.0,0.7142857142857143,77.0,72.0,0.935064935064935,1.0,1.0,0.4,tr
171,What is the count of players for each unique position in the Houston Rockets roster and could you order these counts in descending order?,Houston Rockets'in listesinde her bir pozisyon için oyuncu sayısının sayısı ne kadar ve bu sayıları aşağıdaki sırada ayarlayabilir misiniz?,True,137,139,1.0145985401459854,24.0,19.0,0.7916666666666666,137.0,139.0,1.0145985401459854,1.0,1.0,0.26,tr
172,"Which position appears most frequently in the Houston Rockets all-time roster, and what is the total count of players in that position?",Houston Rockets'in tüm zamanların listesinde en sık hangi pozisyon görünür ve bu pozisyonda oyuncuların toplam sayısı nedir?,True,135,124,0.9185185185185185,23.0,17.0,0.7391304347826086,135.0,124.0,0.9185185185185185,1.0,1.0,0.26,tr
173,What duration of time did each player spend playing for the Houston Rockets?,Her oyuncu Houston Rockets için ne kadar oynadı?,True,76,48,0.631578947368421,13.0,8.0,0.6153846153846154,76.0,48.0,0.631578947368421,1.0,1.0,0.51,tr
174,"For the grounds active between 1992 and 2003, what are the locations, years, and combined totals of FC and LA matches played?","1992 ve 2003 yılları arasında aktif olan sahalarda FC ve LA maçlarının yerleri, yılları ve toplam toplamı nelerdir?",True,125,115,0.92,22.0,18.0,0.8181818181818182,125.0,115.0,0.92,1.0,1.0,0.37,tr
175,"What is the actionable insight for each country calculated by multiplying its population with its GDP per capita relative to its GDP and area, sorted in descending order?","Her ülke için, nüfusunu kişi başına GSYİH ile bölgeye göre, düşüş sırasıyla sıraladıkça çarparak hesaplanan uygulanabilir bir anlayış nedir?",True,170,140,0.8235294117647058,28.0,19.0,0.6785714285714286,170.0,140.0,0.8235294117647058,1.0,1.0,0.19,tr
176,"Could you give me the season, episode number, title, director, and writer for the first episode?","Bana sezon, bölüm numarasını, başlığı, yönetmeni ve yazarını söyleyebilir misin?",True,96,80,0.8333333333333334,16.0,10.0,0.625,96.0,80.0,0.8333333333333334,1.0,1.0,0.36,tr
177,"What are the institutions, their locations, founding years, types, student enrollments, nicknames, and the year they joined for the entries where the year of joining is either 1988, 1975, 1997, or 1981?","Kurumlar, yerleri, kuruluş yılları, türleri, öğrenci kayıtları, takma isimleri ve katılımın yılı 1988, 1975, 1997 veya 1981 olduğu girişler için katıldıkları yıl nedir?",True,202,168,0.8316831683168316,32.0,23.0,0.71875,202.0,168.0,0.8316831683168316,1.0,1.0,0.33,tr
178,"Which artists have multiple entries in the track listing, and what are their respective track numbers, English titles, Japanese titles, romaji titles, and track times?","Hangi sanatçıların şarkı listesinde birden fazla giriş var ve onların parça numaraları, İngilizce başlıkları, Japon başlıkları, romaji başlıkları ve parça zamanları nelerdir?",True,167,174,1.0419161676646707,25.0,22.0,0.88,167.0,174.0,1.0419161676646707,1.0,1.0,0.37,tr
179,"List the race rounds, circuits, WSC winning teams, GT1 winning teams, GT2 winning teams, and GT3 winning teams for each circuit where the maximum race round has a non-null GT2 winning team.","Maksimum yarış turunun sıfır olmayan bir GT2 kazanan takımı olan her bir tur için yarış turları, döngüler, WSC kazanan takımları, GT1 kazanan takımları, GT2 kazanan takımları ve GT3 kazanan takımları listelenir.",True,189,211,1.1164021164021165,33.0,31.0,0.9393939393939394,189.0,211.0,1.1164021164021165,1.0,1.0,0.34,tr
180,Which themes were released more than once by Canada Post in 2007?,2007'de Kanada Post tarafından hangi temalar birden fazla kez yayınlandı?,True,65,73,1.123076923076923,12.0,10.0,0.8333333333333334,65.0,73.0,1.123076923076923,1.0,2.0,0.23,tr
181,Could you provide the count of players for each first class team and arrange them from the team with the highest count to the lowest?,Her birinci sınıf takım için oyuncu sayısını belirler misin ve en yüksek sayıdan en düşük sayıya kadar olan takımlardan onları düzenler misin?,True,133,142,1.0676691729323309,25.0,22.0,0.88,133.0,142.0,1.0676691729323309,1.0,1.0,0.17,tr
182,What is the total number of players per first-class team that appeared more than once in the West Indies' squad during the 1998 ICC KnockOut Trophy?,1998 ICC KnockOut Trophy sırasında Batı Endileri'nin takımında bir kez daha ortaya çıkan birinci sınıf takım başına toplam oyuncu sayısı nedir?,True,148,143,0.9662162162162162,27.0,21.0,0.7777777777777778,148.0,143.0,0.9662162162162162,1.0,1.0,0.3,tr
183,Which production code corresponds to the episode with the highest number of appearances in season 2?,Hangi üretim kodu 2. sezonun en fazla görünümlü bölümüne karşılık gelir?,True,100,72,0.72,16.0,11.0,0.6875,100.0,72.0,0.72,1.0,1.0,0.2,tr
184,What is the production code of the episode that appears the most times?,En çok çıkan bölümün üretim kodu nedir?,True,71,39,0.5492957746478874,13.0,7.0,0.5384615384615384,71.0,39.0,0.5492957746478874,1.0,1.0,0.32,tr
185,"Which episode had the most occurrences in Season 4 of New York Undercover, and how many times was it aired?",New York Undercover'in 4. sezonunda en çok hangi bölüm yayımlandı ve kaç kez yayınlandı?,True,107,88,0.822429906542056,20.0,14.0,0.7,107.0,88.0,0.822429906542056,1.0,2.0,0.41,tr
186,"For each team listed, can you tell me the total number of games they participated in and how many of these were losses?","Listeye alınan her takım için, katıldığı toplam maç sayısını ve bunlardan kaçının kaybını söyleyebilir misiniz?",True,119,111,0.9327731092436975,23.0,15.0,0.6521739130434783,119.0,111.0,0.9327731092436975,1.0,1.0,0.31,tr
187,Which team had the highest number of appearances in the game log for the 2007-08 Boston Celtics season?,2007-08 Boston Celtics sezonunda oyun kayıtlarında en fazla çıkış yapan takım hangisiydi?,True,103,89,0.8640776699029126,19.0,13.0,0.6842105263157895,103.0,89.0,0.8640776699029126,1.0,1.0,0.47,tr
188,Which games had a series score of 2-3 and what were their dates and participating teams?,Hangi maçlarda 2-3 puan elde edildi ve tarihleri ve katılan takımlar neydi?,True,88,75,0.8522727272727273,17.0,13.0,0.7647058823529411,88.0,75.0,0.8522727272727273,1.0,1.0,0.38,tr
189,Determine the total number of games played and the average record of the Chicago Bulls in the 2007-08 season.,2007-08 sezonunda oynanan toplam oyun sayısını ve Chicago Bulls'ın ortalama rekorunu belirleyin.,True,109,96,0.8807339449541285,20.0,13.0,0.65,109.0,96.0,0.8807339449541285,1.0,1.0,0.34,tr
190,"What is the average score for each team the Pistons played against during the regular season, expressed as a real number?",Pistons'un düzenli sezon boyunca oynadığı her takım için gerçek bir sayı olarak ifade edilen ortalama puan nedir?,True,121,113,0.9338842975206612,21.0,17.0,0.8095238095238095,121.0,113.0,0.9338842975206612,1.0,1.0,0.25,tr
191,"What are the playoff games, dates, teams, scores, highest scorers, highest rebounders, highest assistors, locations, and attendance figures for the series 0–1, 0–2, 1–2, 2–3, and 3–3?","Playoff oyunları, tarihler, takımlar, puanlar, en yüksek puanlar, en yüksek geri çekilme, en yüksek asistanlar, yerler ve katılımcı rakamları 01, 02, 12, 23, ve 33 serilerinde ne?",True,183,179,0.9781420765027322,27.0,27.0,1.0,183.0,179.0,0.9781420765027322,1.0,1.0,0.28,tr
192,Which team had the highest number of games played in the 2007-08 Atlanta Hawks season and what was their game count?,2007-08 Atlanta Hawks sezonunda en çok oyun oynayan takım hangisiydi ve oyun sayıları neydi?,True,116,92,0.7931034482758621,22.0,15.0,0.6818181818181818,116.0,92.0,0.7931034482758621,1.0,1.0,0.4,tr
193,What is the count of games for each unique team mentioned in the game log data?,Oyun kayıtlarında belirtilen her ekip için oyun sayısının sayısı nedir?,True,79,71,0.8987341772151899,16.0,10.0,0.625,79.0,71.0,0.8987341772151899,1.0,1.0,0.28,tr
194,What score was recorded on May 5 when the series was 0-2?,5 Mayıs'ta seri 0-2 olduğu zaman hangi puan kaydedildi?,True,57,55,0.9649122807017544,13.0,10.0,0.7692307692307693,57.0,55.0,0.9649122807017544,1.0,1.0,0.34,tr
195,"For February games that resulted in losses, what are the dates, visiting teams as the visitor team, score outcomes as the loss outcome, and leading scorers?","Kayıplara yol açan Şubat oyunları için tarihler ne, ziyaretçi takımlar ziyaretçi takım olarak, kaybın sonucu olarak sonuçları puan ve lider puancılar?",True,156,150,0.9615384615384616,26.0,21.0,0.8076923076923077,156.0,150.0,0.9615384615384616,1.0,1.0,0.2,tr
196,What is the average score for each country?,Her ülke için ortalama puan nedir?,True,43,34,0.7906976744186046,8.0,6.0,0.75,43.0,34.0,0.7906976744186046,1.0,1.0,0.3,tr
197,How many times has the author or source been cited who has conducted studies involving more than one country?,Birden fazla ülkeyi kapsayan araştırmaları yapan yazar veya kaynağın kaç kez alıntılandığı söyleniyor?,True,109,102,0.9357798165137615,19.0,13.0,0.6842105263157895,109.0,102.0,0.9357798165137615,1.0,1.0,0.18,tr
198,"In which year did Morten Frost win Men's Singles and Zheng Yuli win Women's Singles, both ranking first?",Hangi yıl Morten Frost erkek tekliğini ve Zheng Yuli kadın tekliğini kazandı?,True,104,77,0.7403846153846154,20.0,12.0,0.6,104.0,77.0,0.7403846153846154,1.0,1.0,0.51,tr
199,Which team has the highest number of wins in the NSL Cup according to the given information?,Verilen bilgilere göre NSL Kupası'nda en fazla kazanmış takım hangisidir?,True,92,73,0.7934782608695652,17.0,10.0,0.5882352941176471,92.0,73.0,0.7934782608695652,1.0,2.0,0.34,tr
200,Determine which episode has aired the most frequently and give the episode's title and the count of its appearances.,Hangi bölümün en sık yayınlandığını belirleyin ve bölümün başlığını ve görünüm sayısını verin.,True,116,94,0.8103448275862069,20.0,13.0,0.65,116.0,94.0,0.8103448275862069,1.0,1.0,0.24,tr
201,Calculate the average length of the production codes in the series where the length of the production code exceeds five characters.,"Seri içindeki üretim kodlarının ortalama uzunluğunu hesaplayın, eğer üretim kodunun uzunluğu beş karakterden fazla ise.",True,131,119,0.9083969465648855,21.0,15.0,0.7142857142857143,131.0,119.0,0.9083969465648855,1.0,1.0,0.36,tr
202,"Find the director who has directed the most episodes, and provide the total number of episodes they have directed.",En çok bölüm yöneten yönetmeni bul ve yönettiği bölümlerin toplam sayısını belirtin.,True,114,84,0.7368421052631579,19.0,12.0,0.631578947368421,114.0,84.0,0.7368421052631579,1.0,1.0,0.29,tr
203,What is the total number of vacancies for each district where the vacator's reason for change was either death or the position became vacant?,Boşananın değişikliğin nedeni ölüm ya da pozisyonun boş kalması olduğu her bölge için toplam boşluk sayısı nedir?,True,141,113,0.8014184397163121,25.0,17.0,0.68,141.0,113.0,0.8014184397163121,1.0,1.0,0.27,tr
204,What is the metropolitan area and the count of teams hosted by each metropolitan area when combining data from three identical tables?,Üç aynı tablodan verileri birleştirirken her bir metropol bölgesi tarafından barındırılan takımların sayısı ve metropol alanı nedir?,True,134,132,0.9850746268656716,22.0,17.0,0.7727272727272727,134.0,132.0,0.9850746268656716,1.0,1.0,0.19,tr
205,Which years had a win-loss record of 1-0 and how many wins were there in each year?,Hangi yıllarda 1-0 kazanma-kaybet rekorları vardı ve her yıl kaç kazanç vardı?,True,83,78,0.9397590361445783,19.0,14.0,0.7368421052631579,83.0,78.0,0.9397590361445783,1.0,1.0,0.37,tr
206,"Which years had a mens singles winner named Ville, a womens singles winner named Linda, or a mixed doubles pair named Kristof?","Hangi yıllarda Ville adında erkek tekliler, Linda adında kadın tekliler, Kristof adında karışma çiftleri vardı?",True,126,111,0.8809523809523809,22.0,15.0,0.6818181818181818,126.0,111.0,0.8809523809523809,1.0,1.0,0.38,tr
207,"What is the average power at rpm and the maximum torque at rpm for each engine model, sorted by average power at rpm in descending order?",Her motor modeli için düşen sırada rpm'deki ortalama güç ve rpm'deki maksimum topu nedir?,True,137,89,0.6496350364963503,26.0,14.0,0.5384615384615384,137.0,89.0,0.6496350364963503,1.0,1.0,0.29,tr
