original_text,translation,entities_found,entities,filtered,length_ratio,detected_language,semantic_similarity,back_translation_similarity,combined_similarity,quality_stage,filter_reason
"List the characters who appeared in the show along with the count of episodes they featured in, arranged from the most to least frequent appearances.","Enumera los personajes que aparecieron en el programa junto con el número de episodios en los que aparecieron, organizados desde las apariciones más frecuentes hasta las menos frecuentes.",0,,False,1.25503355704698,es,0.901557981967926,0.9767172336578369,0.9466535329818726,semantic_back_pass,
What is the number of rounds where there were more than one match recorded for each round?,¿Cuál es el número de rondas en las que se registraron más de un partido por ronda?,0,,False,0.9222222222222223,es,0.9157495498657227,0.9812663197517395,0.9550596117973327,semantic_back_pass,
"Calculate the average rating and identify the highest share for each episode listed, sorted by the average rating in descending order.","Calcule la calificación media e identifique la mayor participación para cada episodio enumerado, ordenada por la calificación media en orden descendente.",0,,False,1.1417910447761195,es,0.9144240021705627,0.9758421778678894,0.9512749075889588,semantic_back_pass,
"For each season, which team has been the highest winner in their respective group?",¿Qué equipo ha sido el ganador más alto en cada temporada?,0,,False,0.7073170731707317,es,0.9451645016670227,0.9753885269165039,0.9632989168167114,semantic_back_pass,
"Provide information about the races at rounds six and twelve of the 1992 Formula One season, specifying the round number, event name, date, location, pole position driver, fastest lap driver, and winning driver and constructor.","Proporcione información sobre las carreras en las rondas seis y doce de la temporada de Fórmula 1 de 1992, especificando el número de ronda, nombre del evento, fecha, ubicación, piloto de pole position, piloto de vuelta más rápido y piloto ganador y constructor.",1,Formula One,False,1.1541850220264318,es,0.9657140374183655,0.9951750636100769,0.9833906531333922,semantic_back_pass,
Identify the location where the maximum number of races took place in the 1989 Formula One season?,¿Identifique el lugar donde se llevó a cabo el número máximo de carreras en la temporada de Fórmula 1 de 1989?,2,"Formula One season, Formula One",False,1.1224489795918366,es,0.9640023708343506,0.9343456029891968,0.9462083101272583,semantic_back_pass,
"What are the English names, foundation years, and providers for institutions managed by organizations with 'National' in their names?","¿Cuáles son los nombres en inglés, años de fundación y proveedores de instituciones administradas por organizaciones con 'National' en sus nombres?",1,English,False,1.105263157894737,es,0.970773458480835,0.9506801962852478,0.9587175011634826,semantic_back_pass,
How many grand prix races have a report indicating a problem?,¿Cuántas carreras de Grand Prix tienen un informe que indica un problema?,0,,False,1.1967213114754098,es,0.9466581344604492,0.9599907398223877,0.9546576976776122,semantic_back_pass,
"Which country has the highest combined total of men's and women's marathon wins and half marathon wins, and what is this total?","¿Qué país tiene el mayor total combinado de victorias en maratón masculino y femenino y ganancias en medio maratón, y cuál es este total?",0,,False,1.078740157480315,es,0.922999382019043,0.9853695034980774,0.9604214549064636,semantic_back_pass,
"For the years between 1961 and 1970, what were the grand finalists, scores, and venues?","¿Cuáles fueron los grandes finalistas, los resultados y los lugares de celebración durante los años entre 1961 y 1970?",0,,False,1.3563218390804597,es,0.9305413365364075,0.8731690049171448,0.8961179375648498,semantic_back_pass,
"For each venue where the season result was a premier, could you tell me the venue and the total margin achieved?","Para cada lugar donde el resultado de la temporada fue un premiere, ¿podría decirme el lugar y el margen total alcanzado?",0,,False,1.0803571428571428,es,0.8027910590171814,0.8599915504455566,0.8371113538742065,semantic_back_pass,
Which team was crowned the double premiership winner based on the information given?,¿Qué equipo fue coronado como el ganador del doble primer puesto basado en la información dada?,0,,False,1.130952380952381,es,0.8822827935218811,0.8947802186012268,0.8897812485694885,semantic_back_pass,
What is the earliest and latest race date for each round?,¿Cuál es la fecha más temprana y más reciente de cada ronda?,0,,False,1.0526315789473684,es,0.8854742646217346,0.8594383001327515,0.8698526859283446,semantic_back_pass,
"For each race, what is the highest fastest lap time when the driver who won the race also achieved it?",¿Cuál es el tiempo más rápido de cada vuelta cuando el piloto que ganó la carrera también lo logró?,0,,False,0.9705882352941176,es,0.8852183818817139,0.9498320817947388,0.9239866018295287,semantic_back_pass,
"For each race and its associated location, provide the total number of grands prix held.","Para cada carrera y su ubicación asociada, indique el número total de Grandes Premios celebrados.",0,,False,1.1022727272727273,es,0.8916541934013367,0.8917835354804993,0.8917317986488342,semantic_back_pass,
Can you provide the count of races for each individual date where Formula One non-championship events took place in 1963?,¿Puede proporcionar el recuento de carreras para cada fecha individual en la que se llevaron a cabo eventos no campeonatos de Fórmula 1 en 1963?,1,Formula One,False,1.1900826446280992,es,0.9341662526130676,0.9874881505966187,0.9661593914031983,semantic_back_pass,
"Summarize the data by circuit, showing the count of non-championship races held on April 22nd.","Resumen los datos por circuito, mostrando el recuento de carreras no campeonatas celebradas el 22 de abril.",0,,False,1.1382978723404256,es,0.9272223711013794,0.9873352646827698,0.9632901072502136,semantic_back_pass,
"How many races were held at each distinct circuit and race name combination, ordered by the number of races in descending order?","¿Cuántas carreras se llevaron a cabo en cada circuito y combinación de nombres de raza, ordenadas por el número de carreras en orden descendente?",0,,False,1.1328125,es,0.9433025121688843,0.984484076499939,0.968011450767517,semantic_back_pass,
Which dates had more than one non-championship race recorded in the table?,¿Qué fechas tuvieron más de una carrera no campeona registrada en la tabla?,0,,False,1.0135135135135136,es,0.9163058400154114,0.8766269087791443,0.8924984812736512,semantic_back_pass,
What is the total number of races held on each date in the 1951 Formula One season?,¿Cuál es el número total de carreras que se llevaron a cabo en cada fecha en la temporada de Fórmula 1 de 1951?,2,"Formula One season, Formula One",False,1.3373493975903614,es,0.9718366861343384,1.0,0.9887346744537353,semantic_back_pass,
What is the total U.S. viewership for the episode 'Pilot'?,¿Cuál es el total de espectadores de EE.UU. para el episodio 'Pilot'?,1,U.S.,False,1.1896551724137931,es,0.9475042819976807,0.9478785991668701,0.9477288722991943,semantic_back_pass,
"What are the maximum motive power, torque at RPM, engine displacement, engine type, and 0-100km/h acceleration for engines that match B5202%, B5204%, B5244%, B5252%, B5254%, or B5234%?","¿Cuál es la potencia máxima del motor, el par a la hora de girar, el desplazamiento del motor, el tipo del motor y la aceleración de 0 a 100 km/h para motores que coinciden con B5202%, B5204%, B5244%, B5252%, B5254%, o B5234%?",5,"RPM, km/h, B5202%, B5204%, B5254%",False,1.2282608695652173,es,0.8577354550361633,0.8816004395484924,0.8720544457435608,semantic_back_pass,
"Please list the series, their respective years, and the top performer as well as the runner-up's performance for each series.","Por favor, enumere las series, sus respectivos años, y el mejor actor, así como el desempeño del subcampeón de cada serie.",0,,False,0.976,es,0.8470547199249268,0.9204363226890564,0.8910836815834046,semantic_back_pass,
Which position did the highest number of players who had a stint with the Utah Jazz during the year 1978-79 hold?,¿Qué posición tenía el mayor número de jugadores que tuvieron un periodo con los Utah Jazz durante el año 1978-79?,2,"Utah, Utah Jazz",False,1.008849557522124,es,0.9821079969406128,0.9835319519042969,0.9829623699188232,semantic_back_pass,
What player wore jersey number 4 and what is their nationality?,¿Qué jugador llevaba el jersey número 4 y cuál es su nacionalidad?,0,,False,1.0476190476190477,es,0.9678711295127869,0.9802493453025818,0.9752980589866638,semantic_back_pass,
Count the number of times players who played as guards for the Utah Jazz transitioned before players who played as centers during their entire careers.,Cuenta el número de veces que los jugadores que jugaron como guardias para el Utah Jazz se transitaron antes que los jugadores que jugaron como centros durante toda su carrera.,1,Utah Jazz,False,1.1655629139072847,es,0.9385655522346497,0.9339836835861206,0.9358164310455322,semantic_back_pass,
What is the average U.S. viewership for each director's episode?,¿Cuál es el promedio de espectadores de EE.UU. para cada episodio del director?,1,U.S.,False,1.234375,es,0.9588803052902222,0.979724645614624,0.9713869094848633,semantic_back_pass,
Which years did Tiger Woods win the WGC-American Express Championship and what was his margin of victory?,¿En qué años ganó Tiger Woods el Campeonato WGC-American Express y cuál fue su margen de victoria?,2,"Tiger Woods, WGC-American Express Championship",False,0.9333333333333333,es,0.9843454360961914,0.9920429587364197,0.9889639496803284,semantic_back_pass,
"What is the total number of top performances (including wins, second places, third places, top 10 finishes, and top 25 finishes) for each year?","¿Cuál es el número total de mejores actuaciones (incluidas las victorias, los segundos lugares, los terceros lugares, los 10 primeros lugares y los 25 primeros lugares) para cada año?",0,,False,1.2797202797202798,es,0.8750066161155701,0.9178673028945923,0.9007230281829833,semantic_back_pass,
"What were the years, locations, 1st place winners, and 2nd place winners where 1st Place was like '%University%' and 2nd Place was like '%Oklahoma%'?","¿Cuáles fueron los años, ubicaciones, ganadores del primer lugar y ganadores del segundo lugar donde el primer lugar era como '% Universidad%' y el segundo lugar era como '% Oklahoma%'?",3,"1st Place, Oklahoma, 2nd Place",False,1.2416107382550337,es,0.965352475643158,0.9766822457313538,0.9721503376960755,semantic_back_pass,
How many locomotives were built by each builder for the given set of numbers?,¿Cuántas locomotoras construyeron cada constructor para el conjunto de números dado?,0,,False,1.0909090909090908,es,0.9714241623878479,0.9935120940208435,0.9846769213676452,semantic_back_pass,
"Which players have numbers, their debut dates, names, date of births, number of caps, number of goals, and the dates of their deaths, and were born on or after January 18, 1890 and before August 20, 1894?","¿Qué jugadores tienen números, sus fechas de debut, nombres, fecha de nacimiento, número de gorras, número de goles y las fechas de su muerte, y nacieron el 18 de enero de 1890 o después y antes del 20 de agosto de 1894?",0,,False,1.0784313725490196,es,0.979144275188446,0.9917622208595276,0.986715042591095,semantic_back_pass,
Please give me the list of all educational institutions present in the database.,"Por favor, dame la lista de todas las instituciones educativas presentes en la base de datos.",0,,False,1.1625,es,0.9820470213890076,0.9975438117980957,0.9913450956344604,semantic_back_pass,
"What is the total number of games played, average attendance, highest attendance, lowest attendance, and the change in attendance from last year for each team?","¿Cuál es el número total de partidos jugados, la asistencia promedio, la asistencia más alta, la asistencia más baja y el cambio en asistencia respecto al año pasado para cada equipo?",0,,False,1.150943396226415,es,0.9409781694412231,0.991122305393219,0.9710646510124206,semantic_back_pass,
"For each tournament, determine the average score and provide the ranking based on these scores.","Para cada torneo, determina la puntuación promedio y proporciona el ranking basado en estas puntuaciones.",0,,False,1.105263157894737,es,0.9685433506965637,0.9988702535629272,0.9867394924163818,semantic_back_pass,
What is the average score for each tournament?,¿Cuál es el puntaje promedio de cada torneo?,0,,False,0.9565217391304348,es,0.9533748030662537,0.9932937622070312,0.9773261785507202,semantic_back_pass,
What tournaments were held in locations that hosted more than one tournament?,¿Qué torneos se celebraron en lugares que albergaron más de un torneo?,0,,False,0.9090909090909091,es,0.9816100597381592,0.9952399730682373,0.989788007736206,semantic_back_pass,
"What are the titles, directors, and writers of the episodes along with the count of how many times each combination appears?","¿Cuáles son los títulos, directores y escritores de los episodios, junto con el número de veces que aparece cada combinación?",0,,False,1.0080645161290323,es,0.9730026125907898,0.9832445979118347,0.9791478037834167,semantic_back_pass,
"What are the series numbers, season numbers, titles, directors, writers, and original air dates that appear in more than one season of the TV show?","¿Cuáles son los números de serie, números de temporada, títulos, directores, escritores y fechas de emisión originales que aparecen en más de una temporada del programa de televisión?",0,,False,1.2448979591836735,es,0.9611033797264099,0.9602831602096558,0.9606112480163573,semantic_back_pass,
"Which celebrities have episodes with the maximum viewership, and provide their total number, director, original air date, and viewership count?","¿Qué celebridades tienen episodios con la audiencia máxima, y proporcionan su número total, director, fecha de emisión original y número de espectadores?",0,,False,1.06993006993007,es,0.9624256491661072,0.9690449237823486,0.9663972139358521,semantic_back_pass,
"What is the difference between the Marginal Ordinary Income Tax Rate for Married Filing Jointly or Qualified Widow(er) and Single filers, and how does it compare for Married Filing Separately?","¿Cuál es la diferencia entre la tasa de impuesto sobre la renta ordinaria marginal para los solicitantes casados en forma conjunta o con viuda cualificada (er) y los solicitantes solistas, y cómo se compara para los solicitantes casados por separado?",3,"the Marginal Ordinary Income Tax Rate for Married Filing, Married Filing, Single",False,1.3020833333333333,es,0.8991037607192993,0.8864299058914185,0.8914994478225708,semantic_back_pass,
"What disasters, their respective years, countries affected, scale of disaster, number of people assisted, and nature of help had a focus on either shelter or medical aid, sorted by the number of people assisted in descending order?","¿Qué desastres, sus respectivos años, los países afectados, la escala del desastre, el número de personas asistidas y la naturaleza de la ayuda se centraron en el refugio o la ayuda médica, ordenados por el número de personas asistidas en orden decreciente?",0,,False,1.1125541125541125,es,0.9245829582214355,0.9576342105865479,0.944413709640503,semantic_back_pass,
"For each capital city, what is the average area in square kilometers of their respective voivodeships, listed in descending order of these averages?","¿Cuál es el área promedio en kilómetros cuadrados de sus respectivos voivodés para cada capital, enumerada en orden decreciente de estas medias?",0,,False,0.972972972972973,es,0.8556573987007141,0.918988049030304,0.893655788898468,semantic_back_pass,
How many institutions are there for each type and what is the count of each type excluding those with no nickname?,¿Cuántas instituciones existen para cada tipo y cuál es el número de cada tipo excluyendo a aquellos sin apodo?,0,,False,0.9736842105263158,es,0.8935171961784363,0.9845365285873413,0.9481287956237793,semantic_back_pass,
"For each ship, calculate the duration from when it entered service until it was last active, and provide the ship's name.","Para cada buque, calcular la duración desde el momento en que entró en servicio hasta la última vez que estuvo activo, y indicar el nombre del buque.",0,,False,1.2314049586776858,es,0.9497683644294739,0.9802712202072144,0.9680700778961182,semantic_back_pass,
"What are the player's names, positions, schools, hometowns, and MLB draft rounds for players who were drafted in the 1st, 3rd, or 5th round?","¿Cuáles son los nombres, posiciones, escuelas, ciudades de origen y rondas de draft de MLB para los jugadores que fueron reclutados en la 1a, 3a o 5a ronda?",1,MLB,False,1.1142857142857143,es,0.9482205510139465,0.976678729057312,0.9652954578399658,semantic_back_pass,
"List the players, their positions, schools, hometowns, and MLB drafts for those who were drafted in the 1st, 2nd, or 3rd rounds.","Enumera a los jugadores, sus posiciones, escuelas, ciudades de origen y los borradores de las Grandes Ligas para aquellos que fueron seleccionados en la 1a, 2a o 3a ronda.",1,MLB,False,1.3359375,es,0.7098929286003113,0.8339694142341614,0.7843388199806214,semantic_back_pass,
"Can you count how many players were drafted in the 3rd, 1st, or 2nd round for each position listed in the table?","¿Puedes contar cuántos jugadores fueron reclutados en la tercera, primera o segunda ronda para cada posición que aparece en la tabla?",0,,False,1.1875,es,0.9062033295631409,0.9619674682617188,0.9396618127822876,semantic_back_pass,
"List the names, positions, schools, hometowns, and MLB drafts of players who were selected in the 1st round, ordered by their draft year in descending order?","¿Enumera los nombres, posiciones, escuelas, pueblos de origen y los borradores de las MLB de los jugadores que fueron seleccionados en la primera ronda, ordenados por su año de selección en orden decreciente?",1,MLB,False,1.3248407643312101,es,0.8869104385375977,0.9398131966590881,0.918652093410492,semantic_back_pass,
What are the names of the players listed in the table?,¿Cuáles son los nombres de los jugadores que figuran en la tabla?,0,,False,1.2037037037037037,es,0.9730170369148254,0.8437979817390442,0.8954856038093567,semantic_back_pass,
What is the total number of players from each high school on the 2012 USA Today All-USA high school football team?,¿Cuál es el número total de jugadores de cada escuela secundaria en el equipo de fútbol americano de la escuela secundaria de USA Today de 2012?,1,2012 USA Today All-USA,False,1.263157894736842,es,0.9768778681755066,0.9897456169128418,0.9845985174179077,semantic_back_pass,
Could you provide me with the deviations for each year's population of each subdivision compared to their respective average populations?,¿Podría proporcionarme las desviaciones para cada año de la población de cada subdivisión en comparación con sus respectivas poblaciones promedio?,0,,False,1.0656934306569343,es,0.847960889339447,0.9871487021446228,0.9314735770225524,semantic_back_pass,
What positions have more than one player listed in the Houston Rockets all-time roster?,¿Qué posiciones tienen más de un jugador en la lista de los Rockets de Houston?,2,"Houston, Houston Rockets",False,0.9080459770114943,es,0.9599304795265198,0.9751129150390625,0.9690399408340454,semantic_back_pass,
What players were on the Houston Rockets team during the years 1980 and 1981?,¿Qué jugadores estaban en el equipo de los Houston Rockets durante los años 1980 y 1981?,1,Houston Rockets,False,1.1428571428571428,es,0.9940786361694336,0.9907785058021545,0.9920985579490662,semantic_back_pass,
What is the count of players for each unique position in the Houston Rockets roster and could you order these counts in descending order?,¿Cuál es el número de jugadores para cada posición única en la lista de los Houston Rockets y podrías ordenar estos números en orden decreciente?,1,Houston Rockets,False,1.0583941605839415,es,0.9356998205184937,0.9636374115943909,0.952462375164032,semantic_back_pass,
"Which position appears most frequently in the Houston Rockets all-time roster, and what is the total count of players in that position?","¿Qué posición aparece con mayor frecuencia en la lista de los Rockets de Houston, y cuál es el número total de jugadores en esa posición?",2,"Houston, Houston Rockets",False,1.0148148148148148,es,0.9558488130569458,0.9815335273742676,0.9712596416473389,semantic_back_pass,
What duration of time did each player spend playing for the Houston Rockets?,¿Cuánto tiempo pasó cada jugador jugando para los Houston Rockets?,1,Houston Rockets,False,0.868421052631579,es,0.9560919404029846,0.9759989976882935,0.9680361747741699,semantic_back_pass,
"For the grounds active between 1992 and 2003, what are the locations, years, and combined totals of FC and LA matches played?","¿Cuáles son las ubicaciones, años y totales combinados de partidos del FC y del LA en los terrenos activos entre 1992 y 2003?",2,"FC, LA",False,1.0,es,0.9051883816719055,0.9754427671432495,0.947341012954712,semantic_back_pass,
"What is the actionable insight for each country calculated by multiplying its population with its GDP per capita relative to its GDP and area, sorted in descending order?","¿Cuál es la información útil para cada país calculada multiplicando su población con su PIB per cápita en relación con su PIB y su superficie, ordenada en orden decreciente?",0,,False,1.0176470588235293,es,0.8579509258270264,0.9116948843002319,0.8901973009109496,semantic_back_pass,
"Could you give me the season, episode number, title, director, and writer for the first episode?","¿Podría darme la temporada, el número del episodio, el título, el director y el escritor del primer episodio?",0,,False,1.1354166666666667,es,0.9764671921730042,0.9927196502685547,0.9862186670303345,semantic_back_pass,
"What are the institutions, their locations, founding years, types, student enrollments, nicknames, and the year they joined for the entries where the year of joining is either 1988, 1975, 1997, or 1981?","¿Cuáles son las instituciones, sus ubicaciones, años de fundación, tipos, matriculaciones de estudiantes, apodos y año de ingreso para las inscripciones donde el año de ingreso es 1988, 1975, 1997 o 1981?",0,,False,1.00990099009901,es,0.8891175389289856,0.917244017124176,0.9059934258460999,semantic_back_pass,
"Which artists have multiple entries in the track listing, and what are their respective track numbers, English titles, Japanese titles, romaji titles, and track times?","¿Qué artistas tienen múltiples entradas en la lista de pistas, y cuáles son sus respectivos números de pistas, títulos en inglés, títulos japoneses, títulos romaji y tiempos de pistas?",2,"English, Japanese",False,1.1017964071856288,es,0.933078944683075,0.9868072271347046,0.9653159141540527,semantic_back_pass,
"List the race rounds, circuits, WSC winning teams, GT1 winning teams, GT2 winning teams, and GT3 winning teams for each circuit where the maximum race round has a non-null GT2 winning team.","Enumera las rondas de carrera, circuitos, equipos ganadores del WSC, equipos ganadores del GT1, equipos ganadores del GT2 y equipos ganadores del GT3 para cada circuito donde la ronda máxima de carrera tenga un equipo ganador del GT2 no cero.",4,"WSC, GT1, GT3, GT2",False,1.2804232804232805,es,0.9490760564804077,0.9690046310424805,0.9610332012176515,semantic_back_pass,
Which themes were released more than once by Canada Post in 2007?,¿Qué temas fueron publicados más de una vez por Canada Post en 2007?,1,Canada Post,False,1.0461538461538462,es,0.8791421055793762,0.8477530479431152,0.8603086709976197,semantic_back_pass,
Could you provide the count of players for each first class team and arrange them from the team with the highest count to the lowest?,¿Podría proporcionar el número de jugadores para cada equipo de primera clase y organizarlos del equipo con el mayor número al más bajo?,0,,False,1.0225563909774436,es,0.9388381242752075,0.9565773606300354,0.9494816660881042,semantic_back_pass,
What is the total number of players per first-class team that appeared more than once in the West Indies' squad during the 1998 ICC KnockOut Trophy?,¿Cuál es el número total de jugadores por equipo de primera clase que aparecieron más de una vez en el equipo de las Indias Occidentales durante el Trofeo de KnockOut de la ICC de 1998?,3,"the West Indies', ICC KnockOut Trophy, West Indies'",False,1.25,es,0.9116935133934021,0.9943593740463257,0.9612930297851563,semantic_back_pass,
Which production code corresponds to the episode with the highest number of appearances in season 2?,¿Qué código de producción corresponde al episodio con el mayor número de apariciones en la temporada 2?,0,,False,1.03,es,0.9764214754104614,0.944588303565979,0.957321572303772,semantic_back_pass,
What is the production code of the episode that appears the most times?,¿Cuál es el código de producción del episodio que aparece más veces?,0,,False,0.9577464788732394,es,0.962093710899353,0.9501504898071289,0.9549277782440186,semantic_back_pass,
"Which episode had the most occurrences in Season 4 of New York Undercover, and how many times was it aired?","¿Qué episodio tuvo más apariciones en la cuarta temporada de New York Undercover, y cuántas veces fue transmitido?",2,"New York Undercover, Season 4 of New York Undercover",False,1.0654205607476634,es,0.963186502456665,0.980413019657135,0.9735224127769471,semantic_back_pass,
"For each team listed, can you tell me the total number of games they participated in and how many of these were losses?",¿Puede decirme el número total de partidos en los que participó y cuántas de ellas fueron pérdidas?,0,,False,0.8319327731092437,es,0.8128749132156372,0.7773716449737549,0.7915729522705077,semantic_back_pass,
Which team had the highest number of appearances in the game log for the 2007-08 Boston Celtics season?,¿Qué equipo tuvo el mayor número de apariciones en el registro de juegos para la temporada 2007-08 de los Boston Celtics?,1,Boston Celtics,False,1.174757281553398,es,0.9567040801048279,0.945555567741394,0.9500149726867676,semantic_back_pass,
Which games had a series score of 2-3 and what were their dates and participating teams?,¿Qué partidos tuvieron un puntaje de serie de 2-3 y cuáles fueron sus fechas y los equipos participantes?,0,,False,1.1931818181818181,es,0.9301192164421082,0.932611882686615,0.9316148161888123,semantic_back_pass,
Determine the total number of games played and the average record of the Chicago Bulls in the 2007-08 season.,Determine el número total de partidos jugados y el récord promedio de los Chicago Bulls en la temporada 2007-08.,2,"the Chicago Bulls, Chicago Bulls",False,1.0275229357798166,es,0.9866058826446533,0.9972468614578247,0.9929904699325561,semantic_back_pass,
"What is the average score for each team the Pistons played against during the regular season, expressed as a real number?","¿Cuál es el puntaje promedio de cada equipo contra el que los Pistons jugaron durante la temporada regular, expresado como un número real?",1,Pistons,False,1.140495867768595,es,0.9582903385162354,0.9971470832824707,0.9816043853759766,semantic_back_pass,
"What are the playoff games, dates, teams, scores, highest scorers, highest rebounders, highest assistors, locations, and attendance figures for the series 0–1, 0–2, 1–2, 2–3, and 3–3?","¿Cuáles son los juegos de playoffs, fechas, equipos, puntajes, mayores marcadores, mayores rebotes, mayores asistentes, ubicaciones y cifras de asistencia para las series 01, 02, 12, 23, y 33?",1,0–2,False,1.0491803278688525,es,0.8894968032836914,0.9261329770088196,0.9114785075187682,semantic_back_pass,
Which team had the highest number of games played in the 2007-08 Atlanta Hawks season and what was their game count?,¿Qué equipo jugó más partidos en la temporada 2007-08 de los Atlanta Hawks y cuál fue su número de partidos?,1,Atlanta Hawks,False,0.9310344827586207,es,0.9266020655632019,0.9661745429039001,0.9503455519676209,semantic_back_pass,
What is the count of games for each unique team mentioned in the game log data?,¿Cuál es el número de juegos para cada equipo único mencionado en los datos del registro de juegos?,0,,False,1.2531645569620253,es,0.8907948732376099,0.84768146276474,0.8649268269538879,semantic_back_pass,
What score was recorded on May 5 when the series was 0-2?,¿Qué resultado se registró el 5 de mayo cuando la serie fue 0-2?,0,,False,1.1228070175438596,es,0.9147309064865112,0.9540988802909851,0.9383516907691956,semantic_back_pass,
"For February games that resulted in losses, what are the dates, visiting teams as the visitor team, score outcomes as the loss outcome, and leading scorers?","Para los partidos de febrero que resultaron en pérdidas, ¿cuáles son las fechas, los equipos visitantes como el equipo visitante, los resultados de puntaje como el resultado de la pérdida, y los principales marcadores?",0,,False,1.3974358974358974,es,0.9691703915596008,0.9598826766014099,0.9635977625846863,semantic_back_pass,
What is the average score for each country?,¿Cuál es el puntaje promedio de cada país?,0,,False,0.9767441860465116,es,0.9202904105186462,0.993064820766449,0.9639550566673278,semantic_back_pass,
How many times has the author or source been cited who has conducted studies involving more than one country?,¿Cuántas veces se ha citado al autor o a la fuente que ha llevado a cabo estudios que involucren a más de un país?,0,,False,1.0458715596330275,es,0.9698566794395447,0.9774489998817444,0.9744120717048644,semantic_back_pass,
"In which year did Morten Frost win Men's Singles and Zheng Yuli win Women's Singles, both ranking first?","¿En qué año ganó Morten Frost el Men's Singles y Zheng Yuli el Women's Singles, ambos ocupando el primer puesto?",3,"Morten Frost, Zheng Yuli, Women's Singles",False,1.0769230769230769,es,0.9815090298652649,0.9932791590690613,0.9885711073875427,semantic_back_pass,
Which team has the highest number of wins in the NSL Cup according to the given information?,¿Qué equipo tiene el mayor número de victorias en la Copa NSL según la información dada?,1,NSL Cup,False,0.9565217391304348,es,0.9706332683563232,0.9810841083526611,0.9769037723541261,semantic_back_pass,
Determine which episode has aired the most frequently and give the episode's title and the count of its appearances.,Determine qué episodio ha sido emitido con mayor frecuencia y dé el título del episodio y el número de apariciones.,0,,False,0.9913793103448276,es,0.9370567798614502,0.9570449590682983,0.9490496873855592,semantic_back_pass,
Calculate the average length of the production codes in the series where the length of the production code exceeds five characters.,Calcular la longitud promedio de los códigos de producción en la serie cuando la longitud del código de producción exceda de cinco caracteres.,0,,False,1.083969465648855,es,0.9746825098991394,0.9970957040786743,0.9881304264068604,semantic_back_pass,
"Find the director who has directed the most episodes, and provide the total number of episodes they have directed.","Encuentra al director que haya dirigido más episodios, y proporcione el número total de episodios que hayan dirigido.",0,,False,1.0263157894736843,es,0.9002764225006104,0.9916110038757324,0.9550771713256836,semantic_back_pass,
What is the total number of vacancies for each district where the vacator's reason for change was either death or the position became vacant?,¿Cuál es el número total de vacantes en cada distrito donde la razón del cambio del vacante fue la muerte o el puesto se hizo vacante?,0,,False,0.950354609929078,es,0.8858919143676758,0.9643519520759583,0.9329679369926452,semantic_back_pass,
What is the metropolitan area and the count of teams hosted by each metropolitan area when combining data from three identical tables?,¿Cuál es el área metropolitana y el recuento de equipos alojados por cada área metropolitana cuando se combinan datos de tres tablas idénticas?,0,,False,1.0671641791044777,es,0.9474663138389587,0.9859485030174255,0.9705556273460388,semantic_back_pass,
Which years had a win-loss record of 1-0 and how many wins were there in each year?,¿Qué años tenían un récord de 1-0 y cuántas victorias hubo en cada año?,0,,False,0.8554216867469879,es,0.9500349760055542,0.8823275566101074,0.9094105243682862,semantic_back_pass,
"Which years had a mens singles winner named Ville, a womens singles winner named Linda, or a mixed doubles pair named Kristof?","¿En qué años había un ganador de hombres en singles llamado -ville, una ganadora de mujeres en singles llamado Linda, o una pareja mixta de dobles llamado Kristof?",3,"Ville, Linda, Kristof",False,1.2936507936507937,es,0.9315816164016724,0.9459466934204102,0.940200662612915,semantic_back_pass,
"What is the average power at rpm and the maximum torque at rpm for each engine model, sorted by average power at rpm in descending order?","¿Cuál es la potencia promedio a rpm y el par máximo a rpm para cada modelo de motor, clasificados por potencia promedio a rpm en orden descendente?",0,,False,1.072992700729927,es,0.9530186057090759,0.9526314735412598,0.9527863264083862,semantic_back_pass,
"Could you provide me with the dates, winning teams, scores, winning pitchers, losing pitchers, attendances, and locations for every game in the Lone Star series?","¿Podría proporcionarme las fechas, equipos ganadores, puntuaciones, lanzadores ganadores, lanzadores perdedores, asistencia y ubicaciones para cada partido de la serie Lone Star?",1,Lone Star,False,1.1055900621118013,es,0.916582465171814,0.9964148998260498,0.9644819259643554,semantic_back_pass,
"What are the names of the presidents, their dates of birth, and the ages they were when they took office?","¿Cuáles son los nombres de los presidentes, sus fechas de nacimiento y sus edades cuando asumieron el cargo?",0,,False,1.0285714285714285,es,0.970350980758667,0.9937824010848999,0.9844098329544066,semantic_back_pass,
What are the names and positions of the players picked between pick number 85 and 98 in the 1971 NHL Amateur Draft?,¿Cuáles son los nombres y posiciones de los jugadores elegidos entre la selección número 85 y 98 en el Borrador Amateur de la NHL de 1971?,2,"NHL, Draft",False,1.2,es,0.9426125884056091,0.9808740019798279,0.9655694365501404,semantic_back_pass,
"How did Nashville Metros perform in terms of regular season rankings, playoff positions, and Open Cup entries throughout their history?","¿Cómo se desempeñaron los Metros de Nashville en términos de clasificaciones de temporada regular, posiciones de playoffs y entradas en la Copa Abierta a lo largo de su historia?",3,"Nashville, Open Cup, Nashville Metros",False,1.3185185185185184,es,0.9642746448516846,0.8335109353065491,0.8858164191246032,semantic_back_pass,
"For each subject, determine the maximum course offered in the first year and note the subject introduced in the fourth year.","Para cada asignatura, determine el curso máximo ofrecido en el primer año y note el tema introducido en el cuarto año.",0,,False,0.9516129032258065,es,0.9529604911804199,1.0,0.9811841964721679,semantic_back_pass,
