nl,sql,predicted_ambiguity
"
What models and their specifications are listed in the given query?
","SELECT `model`, `max. motive power`, `max. torque at rpm`, `engine displacement`, `engine type`, `engine configuration & notes 0-100km/h`
FROM `table_1_1147705_1`
WHERE `model` IN ('2.0', '2.0T', '2.0 T5', '2.4', '2.5', '2.5T AWD', 'Base 2.4', 'Base 2.4 SE', 'GLT', '2.4 AWD', '2.3 T5');",3.8010129928588867
"
What are the number of series for each year?
","SELECT `Year`, COUNT(*) AS Series_Count 
FROM `table_1_1149495_1` 
WHERE `Series` > 0 
GROUP BY `Year` 
ORDER BY `Year`;",0.008906949311494827
"
    What is the nationality of the player with the highest number of years played in the Utah Jazz?
    ","SELECT `Nationality`, COUNT(*) AS PlayerCount
    FROM `table_1_11545282_17`
    WHERE `Years for Jazz` IS NOT NULL
    GROUP BY `Nationality`
    ORDER BY PlayerCount DESC
    LIMIT 1;",0.0
"
    Which nationalities do players who primarily play forward positions have?
    ","SELECT `Nationality`, COUNT(*) AS PlayerCount 
    FROM `table_1_11545282_19`
    WHERE `Position` LIKE '%Forward%'
    GROUP BY `Nationality`
    ORDER BY PlayerCount DESC;",0.0032548047602176666
"
    What are the names of the players included in the Utah Jazz all-time roster?
    ","SELECT `Player`
     FROM `table_1_11545282_4`;",0.03783886134624481
":
How many players joined the Utah Jazz in 1982, 1995, and 2004 based on their years of service?
","SELECT `Nationality`, SUM(CASE WHEN `Years for Jazz` LIKE '%1982%' THEN 1 ELSE 0 END) AS `Players Joined in 1982`, 
    SUM(CASE WHEN `Years for Jazz` LIKE '%1995%' THEN 1 ELSE 0 END) AS `Players Joined in 1995`, 
    SUM(CASE WHEN `Years for Jazz` LIKE '%2004%' THEN 1 ELSE 0 END) AS `Players Joined in 2004` 
    FROM `table_1_11545282_5`
    GROUP BY `Nationality`;",6.510100364685059
"
What is the number of players in each position?
","SELECT `Position`, COUNT(*) AS `Number of Players` FROM `table_1_11545282_6` GROUP BY `Position`;",0.009379822760820389
"
    How do the US viewers change between each episode?
    ","SELECT T1.`Title`, T1.`Original air date`, T1.`U.S. viewers (million)` - LAG(T1.`U.S. viewers (million)`) OVER (ORDER BY T1.`No. in season`) AS `Viewers Change`
    FROM `table_1_11562143_1` AS T1
    ORDER BY T1.`No. in season`;",0.0
"
    Which director had the most episodes directed and what was their average U.S. viewership?
    ","SELECT `Directed by`, AVG(`U.S. viewers (million)`), COUNT(*)
    FROM `table_1_11562149_1`
    GROUP BY `Directed by`
    ORDER BY COUNT(*) DESC
    LIMIT 1;",0.0
"
What are the locations and first-class spans of Worcestershire's grounds?
","SELECT 
    `Name of ground`, 
    `Location`, 
    `First-class span`, 
    `Worcs f-c matches`, 
    `List A span`, 
    `Worcs LA matches` FROM 
    table_1_1156428_2",0.052017468959093094
"
    What were the years, championships, 54 holes scores, winning scores, margin of victories, and runner(s)-up for championships with specific margins of victory?","SELECT `Year`, `Championship`, `54 holes`, `Winning score`, `Margin of victory`, `Runner(s)-up`
    FROM `table_1_11570261_2`
    WHERE `Margin of victory` IN ('1 stroke', 'Playoff 1', 'Playoff 2', '1 stroke', '8 strokes')
    ORDER BY `Year` DESC;",0.29734039306640625
"
What were the years, number of tournament starts, maximum number of major wins, and average adjusted scoring average for each year, sorted by average adjusted scoring average in ascending order?
","SELECT `Year`, `Starts`, MAX(`Wins (Majors)`) AS Max_Wins_Majors, AVG(`Adjusted scoring average (rank)`) AS Avg_Adjusted_Scoring_Average
FROM table_1_11570261_6
GROUP BY `Year`
ORDER BY Avg_Adjusted_Scoring_Average ASC;",0.043928299099206924
"
     What is the total number of cylinders across all steam locomotives?
     ","SELECT `Name`, SUM(CAST(REPLACE(`Cylinders`, 'x', '') AS REAL)) AS Total_Cylinders FROM `table_1_1157867_2`",0.051286567002534866
"
    What is the age difference between the oldest and youngest player listed in this dataset?
    ","SELECT 
        `name`, 
        MAX(`date of death†`) - MIN(`date of death†`) AS age_difference
    FROM table_1_11585313_1;",0.0009713210165500641
"
    What is the name of the player with the highest number of caps they played for the national team?
    ","SELECT T1.`name`, COUNT(*) AS `number of caps`
    FROM table_1_11585313_2 AS T1
    INNER JOIN table_1_11585313_2 AS T2 ON T1.`date of debut` < T2.`date of debut` AND T1.`number of caps` = T2.`number of caps`
    GROUP BY T1.`name`
    ORDER BY `number of caps` DESC;",0.0
 ```What sockets were used for the Pentium Dual-Core processors listed?```,"SELECT 
        `Socket`, 
        COUNT(*) AS `Count of Models`
    FROM 
        `table_1_11602313_4`
    GROUP BY 
        `Socket`
    ORDER BY 
        `Count of Models` DESC",0.08609715104103088
"
What were the total property taxes, investment earnings, other local sources, state & federal revenues, and total revenue for each year?
","SELECT `Year`, SUM(`Property Taxes`) AS Total_Taxes, SUM(`Investment Earnings`) AS Total_Earnings, SUM(`Other Local Sources`) AS Total_Sources, SUM(`State & Federal`) AS Total_Federal, SUM(`Total Revenue`) AS Total_Revenue
FROM (
    SELECT `Year`, `Property Taxes`, `Investment Earnings`, `Other Local Sources`, `State & Federal`, `Total Revenue`
    FROM `table_1_11608735_3`
) AS Subquery
GROUP BY `Year`",9.838411331176758
"
    Which teams had a positive ""Up/Down"" trend and what was their revenue increase from the highest to the lowest attendance?
    ","SELECT `Team`, (`Hosted` * (`Highest` - `Lowest`)) AS `Revenue Increase`, `Up/Down`
    FROM `table_1_1161065_27`
    WHERE `Up/Down` LIKE '%+%'
    ORDER BY `Revenue Increase` DESC;",0.057559285312891006
"
     What are the venues with percent change and range for the specified up/down values?
     ","SELECT `Venue`, (`Total` - (`Last Year` * 10000)) AS `Percent Change`, (`Highest` - `Lowest`) AS `Range`
FROM `table_1_1161065_28`
WHERE `Up/Down` = '– 93' OR `Up/Down` = '+ 4769'
ORDER BY `Percent Change` DESC;",0.13164590299129486
"
What is the maximum population in 1905, the average area of all gubernias, and how many gubernias have a name ending in ""gubernia""?
","SELECT 
    `Governorate` AS `Gubernia`, 
    MAX(`Population, in thousands,( 1905 )`) AS `Max Population 1905`, 
    AVG(CASE 
        WHEN `Name in Russian` LIKE '%губерния%' THEN `Area, in thousands of km 2`
        ELSE NULL 
    END) AS `Average Area for Gubernias`, 
    COUNT(CASE 
        WHEN `Name in Polish` LIKE '%gubernia%' THEN 1 
        ELSE NULL 
    END) AS `Count of Gubernias with Polish Name`
FROM 
    `table_1_11614581_3`
GROUP BY 
    `Governorate`;",4.865767478942871
" WHERE `Tournament` LIKE 'Senior%'
     GROUP BY `Tournament`

    ```
    What are the average scores and maximum 1st prizes for senior tournaments? ```","SELECT `Tournament`, AVG(`Score`) AS Average_Score, MAX(`1st Prize( $ )`) AS Maximum_Prize
    FROM table_1_11622771_1",0.09405012428760529
: What is the count of episodes directed by each individual?,"SELECT `Directed by`, COUNT(*) AS Episode_Count
    FROM table_1_11630008_3
    GROUP BY `Directed by`
    ORDER BY Episode_Count DESC;",0.006554808467626572
nan,"SELECT T1.`Title`, T1.`Directed by`, T1.`Written by`
    FROM `table_1_11630008_5` AS T1
    WHERE T1.`Season #`",0.12012003362178802
"
    How many episodes did each celebrity appear in?
    ","SELECT `Celebrity`, COUNT(*) AS Total_Episodes
    FROM `table_1_11642945_1`
    GROUP BY `Celebrity`
    ORDER BY Total_Episodes DESC;",0.047238174825906754
"
What are the average area, total population, population per capita, and maximum number of cities for each voivodeship with an area greater than 10,000 square kilometers?
","SELECT `Voivodeship`, AVG(`Area km² (1998)`), SUM(`Population (1980)`) / COUNT(*) AS Population_Per_Capita, MAX(`No. of cities`) FROM `table_1_11656578_2` WHERE `Area km² (1998)` > 10000 GROUP BY `Voivodeship`",0.06599891185760498
"
What institutions were founded after 1900, have an enrollment over 1000 students, and when did they join the conference?
","SELECT `Institution`, `Location`, `Founded`, `Type`, `Enrollment`, `Joined`, `Nickname`
    FROM `table_1_11658094_1`
    WHERE `Founded` >= 1900 AND `Enrollment` > 1000
    ORDER BY `Founded` DESC;",0.07433296740055084
"
    What were the enrollment numbers, joining years, and separation years for the five institutions that are part of the SAC conference?
    ","SELECT `Enrollment`, `Joined`, `Left` FROM table_1_11658094_3 WHERE `Current Conference` LIKE 'SAC' ORDER BY `Enrollment` DESC LIMIT 5;",0.04545627906918526
"
    How many passenger carriages were built by each company?
    ","SELECT `Builder`, COUNT(*) AS Total_Carriages
    FROM `table_1_1166023_1`
    WHERE `Carriage type` LIKE '%passenger%'
    GROUP BY `Builder`
    ORDER BY Total_Carriages DESC;",0.02912619337439537
"
    How many unique ships have multiple entries in the list?
    ","SELECT `Ships name`, COUNT(*) AS `Number of ships`
    FROM `table_1_11662133_1`
    GROUP BY `Ships name`
    HAVING COUNT(`Ships name`) > 1;",0.0
"
    What are the names, tonnages, years entered service, and years withdrawn for all ships named Prins%?
    ","SELECT `Ships name`, `Tonnage`, strftime('%Y', `Date entered service`) AS `Year Entered Service`, strftime('%Y', `Date withdrawn`) AS `Year Withdrawn`
    FROM `table_1_11662133_3`
    WHERE `Ships name` LIKE 'Prins%'
    ORDER BY `Year Entered Service` DESC;",1.6895190477371216
"
What are the titles of the episodes and how many times each title appears?
","SELECT `Title`,  COUNT(*) AS Episode_Count
FROM `table_1_11664625_2`
GROUP BY `Title`
ORDER BY Episode_Count DESC;",0.014296140521764755
"
    Which players were drafted in the first round or attended college?
    ","SELECT T1.`Player`, T1.`Position`, T1.`School`, T1.`Hometown`, T1.`MLB Draft`
    FROM `table_1_11677100_16` AS T1
    WHERE T1.`MLB Draft` LIKE '1st Round%' OR T1.`MLB Draft` LIKE '%Attended%'
    ORDER BY CASE WHEN T1.`MLB Draft` LIKE '1st Round%' THEN 1 ELSE 2 END, T1.`Player`;",0.8604430556297302
"
    Who were drafted in the first round or attended college?
    ","SELECT T1.`Player`, T1.`Position`, T1.`School`, T1.`Hometown`, T1.`MLB Draft`
    FROM `table_1_11677100_18` AS T1
    WHERE T1.`MLB Draft` LIKE '1st Round%' OR T1.`MLB Draft` LIKE '%Attended%';",0.11702866852283478
: How many players were drafted in the first round from each school and what are those schools?,"SELECT `School`, COUNT(*) AS DraftCount
    FROM `table_1_11677100_3`
    WHERE `MLB Draft` LIKE '%1st Round%'
    GROUP BY `School`
    ORDER BY DraftCount DESC;",0.02937379851937294
"
    What are the positions, schools, hometowns, and draft counts for players drafted in rounds or with pick numbers?
    ","SELECT `Position`, `School`, `Hometown`, COUNT(*) as DraftCount
    FROM `table_1_11677100_4`
    WHERE `MLB Draft` LIKE '%Round%' OR `MLB Draft` LIKE '%Pick%'
    GROUP BY `Position`, `School`, `Hometown`
    ORDER BY DraftCount DESC;",1.6557577848434448
"
    What year and round were players drafted?
    ",SELECT `MLB Draft` FROM `table_1_11677100_8`;,0.05104084685444832
"
    What is the position of the player with the highest number of occurrences?
    ","SELECT `Position`,  COUNT(*) AS PlayerCount
    FROM `table_1_11677691_11`
    GROUP BY `Position`
    ORDER BY PlayerCount DESC
    LIMIT 1;",0.02493411675095558
"
    What are the top schools with the most players listed on this team?
    ","SELECT `School`, COUNT(*) AS PlayerCount
    FROM `table_1_11677691_3`
    GROUP BY `School`
    ORDER BY PlayerCount DESC;",0.0
"
    List the names, positions, schools, hometowns, and colleges of the 2011 USA Today All-USA high school football team members.
    ","SELECT T1.`Player`, T1.`Position`, T1.`School`, T1.`Hometown`, T1.`College`
    FROM `table_1_11677691_6` AS T1",0.1384844183921814
"
What is the count of colleges associated with each player and their position?
","SELECT 
    `Player`, 
    `Position`, 
    `School`, 
    `Hometown`, 
    COUNT(`College`) AS `College_Count`
FROM 
    `table_1_11677691_9`
GROUP BY 
    `Player`, 
    `Position`",0.06581957638263702
"
    What is the total number of Bötzow and Schwante for each year?
    ","SELECT 
    `Year`, 
    SUM(`Bötzow`) AS Total_Bötzow,
    SUM(`Schwante`) AS Total_Schwante
FROM
    `table_1_11680175_1`;",0.04264971241354942
nan,"SELECT T1.`No. in series`, T1.`Production code`, T1.`U.S. viewers (millions)`
    FROM `table_1_11694832_1` AS T1
    WHERE T1.`U.S. viewers (millions)` IN (
        SELECT MAX(`U.S. viewers (millions)`) AS `Max Viewers`
        FROM `table_1_11694832_1`
        GROUP BY `Production code`
        HAVING COUNT(*) = (
            SELECT COUNT(*)
            FROM `table_1_11694832_1`
            GROUP BY `Production code`
            ORDER BY COUNT(*) DESC
            LIMIT 1
        )
    );",4.244706153869629
"
     What are all the episode titles?
     ","SELECT `Title`
FROM `table_1_11715748_2`;",0.0825624167919159
"
    What is the position of the player with the highest number of occurrences in the Houston Rockets all-time roster?
    ","SELECT `Position`, COUNT(*) AS PlayerCount
    FROM `table_1_11734041_10`
    GROUP BY `Position`
    ORDER BY PlayerCount DESC
    LIMIT 1;",0.019269753247499466
"
     What is the average height of players from different schools/clubs/countries, categorized by their position?
     ","SELECT `Position`, AVG(`Height in Ft.`) AS AverageHeight FROM table_1_11734041_11 WHERE `School/Club Team/Country` IS NOT NULL GROUP BY `Position` ORDER BY AverageHeight DESC;",0.023720774799585342
"
    What is the position of the player with the highest number of occurrences based on the given data?
    ","SELECT `Position`, COUNT(*) AS Player_Count
    FROM `table_1_11734041_15`
    GROUP BY `Position`
    ORDER BY Player_Count DESC
    LIMIT 1;",0.014074187725782394
"
What players were forwards who played for the Houston Rockets in 1988, ordered by height in descending order?
","SELECT `Player`, `Height in Ft.`, `Position`, `Years for Rockets`, `School/Club Team/Country`
FROM `table_1_11734041_3`
WHERE `Position` LIKE '%Forward%' AND `Years for Rockets` LIKE '%1988%'
ORDER BY `Height in Ft.` DESC;",2.7891252040863037
"
How many players are listed for each basketball position in the Houston Rockets' roster?
","SELECT `Position`, COUNT(*) AS `Total Players` 
    FROM `table_1_11734041_6` 
    GROUP BY `Position` 
    HAVING `Total Players` > 1;",0.004021059721708298
:,"SELECT `Suburb`, (`Population (in 2008)` * (`Mean household size (in 2006)`) / (`Density (/km²)`)) AS Population_Household_Size_Density_Product
    FROM table_1_1174162_1
    ORDER BY Population_Household_Size_Density_Product DESC
    LIMIT 1;",0.04406538978219032
"
    How many Mondays, Tuesdays without presenters, Wednesdays without presenters, Thursdays without presenters, Fridays without presenters, Saturdays without presenters, and Sundays without presenters are there across all series?
    ","SELECT `Series`, COUNT(`Monday`) AS Monday_Count, SUM(CASE WHEN `Tuesday` = '' THEN 0 ELSE 1 END) AS Tuesday_Count, SUM(CASE WHEN `Wednesday` = '' THEN 0 ELSE 1 END) AS Wednesday_Count, SUM(CASE WHEN `Thursday` = '' THEN 0 ELSE 1 END) AS Thursday_Count, SUM(CASE WHEN `Friday` = '' THEN 0 ELSE 1 END) AS Friday_Count, SUM(CASE WHEN `Saturday` = '' THEN 0 ELSE 1 END) AS Saturday_Count, SUM(CASE WHEN `Sunday` = '' THEN 0 ELSE 1 END) AS Sunday_Count
    FROM (
        SELECT `Series`, `Monday`, `Tuesday`, `Wednesday`, `Thursday`, `Friday`, `Saturday`, `Sunday`
        FROM `table_1_11748792_2`
    )
    GROUP BY `Series`;",9.858063697814941
"
     What were the episode details for episodes ranked N/A, #71, #75, #75, and #77?
     ","SELECT `Episode`, `Air Date`, `Timeslot`, `Rating`, `Share`, `18-49`, `Viewers`
FROM `table_1_11753080_2`
WHERE `Weekly Rank` IN ('N/A', '#71', '#75', '#75', '#77')
ORDER BY `Rating` DESC;",0.516176700592041
"
    What are the average number of T20 matches played at each ground, sorted by average T20 matches in descending order?
    ","SELECT `Name of ground`, AVG(`FC matches`) AS avg_FC_matches, AVG(`LA matches`) AS avg_LA_matches, AVG(`T20 matches`) AS avg_T20_matches, AVG(`Total`) AS avg_Total
    FROM table_1_1176371_1
    GROUP BY `Name of ground`
    ORDER BY avg_T20_matches DESC;",0.849737286567688
:What are the units along with their average killed and wounded percentages per hundred?,"SELECT `Unit`, AVG(CAST(REPLACE(`Killed`,'off ', '/') AS REAL)) / 100 AS Killed_Percentage, AVG(CAST(REPLACe(`Wounded`,'off ', '/') AS REAL)) / 100 AS Wounded_Percentage
    FROM table_1_11793221_4
    GROUP BY `Unit`
    ORDER BY Killed_Percentage DESC, Wounded_Percentage DESC;",0.3597584068775177
"
    What players, their nationalities, and where they were drafted from for rounds 1 and 3?
    ","SELECT `Player` AS `Player Name`, `Nationality` AS `Nationality`, `Club team` AS `Club Team`
    FROM `table_1_11803648_21`
    WHERE `Round` IN (1, 3);",0.05216765031218529
"
    Which draft picks in round 4 were from Djurgårdens IF?
    ","SELECT `Round`, `Overall`, `Player`, `Position`, `Nationality`, `Club team` 
FROM `table_1_11803648_22` 
WHERE `Round` = 4 AND `Club team` LIKE '%Djurgårdens IF%'",1.062498688697815
 tags,"SELECT T1.`No. in series`, T1.`Title`, AVG(T2.`U.S. viewers (millions)`), COUNT(T2.`U.S. viewers (millions)`)
    FROM `table_1_11820086_1` AS T1
    JOIN `table_1_11820086_1` AS T2
    ON T1.`No. in season` = T2.`No. in season`
    GROUP BY T1.`No. in series`, T1.`Title`
    ORDER BY AVG(T2.`U.S. viewers (millions)`) DESC;",0.6384111642837524
"
    What institutions joined after 1988 and have the earliest founding year?
    ","SELECT `Institution`, `Location`, `Founded`, `Type`, `Enrollment`, `Nickname`, `Joined`
    FROM table_1_1183842_1
    WHERE `Founded` > (SELECT MIN(`Founded`) FROM table_1_1183842_1) AND `Joined` >= 1988;",4.989998817443848
"
    How many distinct dates have denominations of 52 cents or $1.55, and what are the corresponding themes?
    ","SELECT `Date of Issue`, `Theme`, `Denomination`
    FROM table_1_11900773_5
    WHERE `Denomination` IN ('52 cents', '$1.55')
    GROUP BY `Date of Issue`, `Theme`
    HAVING COUNT(*) > 1;",0.020097333937883377
"
    Calculate the total weight, average weight, number of girls, and number of boys among the octuplets.
    ","SELECT 
        SUM(`Weight at birth`) AS Total_Weight,
        AVG(`Weight at birth`) AS Average_Weight,
        COUNT(CASE WHEN `Gender` = 'Girl' THEN 1 END) AS NumberOf_Girls,
        COUNT(CASE WHEN `Gender` = 'Boy' THEN 1 END) AS NumberOf_Boys
    FROM 
        `table_1_11908801_1`;",0.5001119375228882
"
    What were the maximum mintages and issue prices for each year, theme, and artist?
    ","SELECT `Year`, `Theme`, `Artist`, MAX(CASE WHEN `Mintage (Proof)` IS NOT NULL THEN `Mintage (Proof)` ELSE `Mintage (BU)[ clarification needed ]` END) AS Mintage, MAX(CASE WHEN `Issue Price (Proof)` IS NOT NULL THEN `Issue Price (Proof)` ELSE `Issue Price (BU)[ clarification needed ]` END) AS Issue_Price
    FROM `table_1_11916083_1`
    GROUP BY `Year`, `Theme`, `Artist`;",4.507235527038574
" question: ```What is the station number, district, location, type, appliances, and registrations for each station listed in order by district and station number?``` ```What are the station numbers, districts, locations, types, appliances, and registrations for all stations?```","SELECT `Station Number`, `District`, `Location`, `Type`, `Appliances`, `Registrations` FROM `table_1_11934032_1`
     WHERE `Registrations` IS NOT NULL AND `Registrations`!= '' ORDER BY `District`, `Station Number`",3.1151773929595947
"
    Which players have played for the most first class teams?
    ","SELECT `Player`, COUNT(`First Class Team`) AS `Total Teams Played For`
    FROM `table_1_11950720_4`
    GROUP BY `Player`
    ORDER BY `Total Teams Played For` DESC;",0.02368653193116188
"
    How many matches did players born between January 1965 and January 1975 and also born between January 1975 and January 1985 play for Trinidad and Tobago?
    ","SELECT T1.`Player`, COUNT(*) AS `Matches Played`
    FROM (
        SELECT `Player`, `Date of Birth`, `Batting Style`, `Bowling Style`, `First Class Team`
        FROM `table_1_11950720_8`
        WHERE `Date of Birth` >= '1 January 1965' AND `Date of Birth` < '1 January 1975'
    ) AS T1
    JOIN (
        SELECT `Player`, `Date of Birth`, `Batting Style`, `Bowling Style`, `First Class Team`
        FROM `table_1_11950720_8`
        WHERE `Date of Birth` >= '1 January 1975' AND `Date of Birth` < '1 January 1985'
    ) AS T2
    ON T1.`Player` = T2.`Player`
    WHERE T1.`First Class Team` = 'Trinidad and Tobago' AND T2.`First Class Team` = 'Trinidad and Tobago'",10.0
"
     What is the count of episodes per series?
     ","SELECT `Series #`, COUNT(*) AS Episode_Count
FROM `table_1_11951237_2`
GROUP BY `Series #`
ORDER BY Episode_Count DESC;",0.03610255941748619
nan,"SELECT `Directed by`, COUNT(*) AS Episode_Count
    FROM table_1_11951237_3
    GROUP BY `Directed by`
    ORDER BY Episode_Count DESC
    LIMIT 1;",0.012699466198682785
: What is the name of the director who has directed the most episodes?,"SELECT `Directed by`, COUNT(*) AS Episode_Count
    FROM table_1_11951237_4
    GROUP BY `Directed by`
    ORDER BY Episode_Count DESC
    LIMIT 1;",0.0
"
What teams did the Boston Celtics win against at a record ending in a percentage?
","SELECT `Team` FROM `table_1_11959669_3`
WHERE `Record` LIKE '%–%'
GROUP BY `Team`
ORDER BY COUNT(`Team`) DESC;",0.07749518752098083
"
    What were the average scores for each team on March games?
    ","SELECT `Team`, AVG(`Score`) AS `Average Score`
    FROM `table_1_11959669_7`
    WHERE `Date` LIKE 'March %'
    GROUP BY `Team`
    ORDER BY `Average Score` DESC;",0.08134898543357849
" What were the dates, teams, records, high scorers, high rebounders, and high assistors for games with a record of 6-6 or 6-7?","SELECT `Date`, `Team`, `Record`, `High points`, `High rebounds`, `High assists`, `Location Attendance` 
    FROM table_1_11960407_2 
    WHERE `Record` LIKE '%6–6%' OR `Record` LIKE '%6–7%';",0.6174750924110413
"
What is the total number of games played away from home?
","SELECT `Team`, SUM(CASE WHEN `Score` LIKE '%%–%' THEN 1 ELSE 0 END) 
FROM `table_1_11960944_4`",0.04031050577759743
"
What is the total number of teams and how many games were won and lost?
","SELECT COUNT(`Team`) AS total_teams, 
       SUM(CASE WHEN `Location Attendance` LIKE '%W%' THEN 1 ELSE 0 END) AS games_won, 
       SUM(CASE WHEN `Location Attendance` LIKE '%L%' THEN 1 ELSE 0 END) AS games_lost 
FROM `table_1_11961582_4`",1.890167474746704
"
On which dates did the Atlanta Hawks win home games against visiting teams?
","SELECT T1.`Date`, T1.`Team` AS `Home Team`, T2.`Team` AS `Away Team`
FROM (
    SELECT `Date`, `Team`, `Score` 
    FROM `table_1_11961582_7`
    WHERE `Score` LIKE 'W%'
) AS T1
LEFT JOIN (
    SELECT `Date`, `Team`, `Score` 
    FROM `table_1_11961582_7`
) AS T2
ON T1.`Date` = T2.`Date`",8.386343002319336
"
What were the highest-scoring games for each team during the 2007–08 New Orleans Hornets season playoffs?","SELECT 
    MAX(`Score`) AS `High Score`, 
    `Date`, 
    `Team` 
FROM 
    (SELECT 
         `Date`, 
         `Team`, 
         `Score`, 
         ROW_NUMBER() OVER (PARTITION BY `Team` ORDER BY `Score` DESC) AS rn 
     FROM 
         `table_1_11963536_11`)
WHERE rn = 1;",0.3004191815853119
"
What were the visiting teams for each game in December?
","SELECT `Visitor`
FROM table_1_11964047_6",0.04650486633181572
"
What were the results (home team, score, leading scorer, attendance, record, and streak) for each game in March?
","SELECT `Date` AS `Date`, `Visitor` AS `Home`, `Score` AS `Score`, `Leading scorer` AS `Leading scorer`, `Attendance` AS `Attendance`, `Record` AS `Record`, `Streak` AS `Streak`
FROM `table_1_11964047_9`;",6.204985618591309
: Which team has the highest frequency of occurrences in the,"SELECT `Team`, COUNT(*) AS `Number of Games`
    FROM `table_1_11964154_11`
    GROUP BY `Team`
    ORDER BY `Number of Games` DESC
    LIMIT 1;",0.0
"
What are the average scores, highest points scored per game, and worst records for each team listed in the game log?","SELECT `Team`, AVG(`Score`) AS `Average_Score`, MAX(`High points`) AS `Highest_Points_Per_Game`, MIN(`Record`) AS `Worst_Record`
     FROM `table_1_11964154_7`
     GROUP BY `Team`
     ORDER BY `Average_Score` DESC;",0.07499881088733673
"
    What were the dates, teams, and series outcomes for Utah Jazz playoff games where they led 1-0, 2-0, 2-1, or 3-1?
    ","SELECT T1.`Date`, T1.`Team`, T1.`Series`
    FROM `table_1_11964263_13` AS T1
    WHERE T1.`Series` IN ('1–0', '2–0', '2–1', '3–1');",0.16651225090026855
"
What are the average scores for Preliminaries, Interview, Swimsuit, Evening Gown, and the overall average score for each country?
","SELECT `Country`, 
       AVG(`Preliminaries`) AS Average_Preliminaries, 
       AVG(`Interview`) AS Average_Interview, 
       AVG(`Swimsuit`) AS Average_Swimsuit, 
       AVG(`Evening Gown`) AS Average_Evening_Gown, 
       AVG((`Preliminaries` + `Interview` + `Swimsuit` + `Evening Gown`) / 4) AS Overall_Average
FROM table_1_11970261_2
GROUP BY `Country`
ORDER BY Overall_Average DESC;",2.56855845451355
"
    What districts had representatives vacate their seats due to death or vacancy, along with the dates their successors were seated?
    ","SELECT `District`, `Vacator`, `Reason for change`, `Successor`, `Date successor seated`
    FROM `table_1_1199219_2`
    WHERE `Reason for change` LIKE '%Died%' OR `Reason for change` LIKE '%Vacant%'
    ORDER BY `Date successor seated` ASC;",0.3833836317062378
"
    How many drivers were running, had an engine failure, ignition issues, or suffered crashes during laps 328-307?
    ","SELECT 
        `Finish`, 
        `Start`, 
        `Car No.`, 
        `Driver`, 
        `Car Name`, 
        `Car Make`, 
        `Entrant`, 
        `Laps`, 
        `Status`, 
        COUNT(`Finish`) OVER () AS total_drivers 
    FROM 
        `table_1_12001616_4` 
    WHERE 
        `Status` IN ('Running', 'Engine', 'Ignition', 'Crash T1', 'Crash FS') AND 
        `Laps` = 328 OR `Laps` = 327 OR `Laps` = 326 OR `Laps` = 325 OR `Laps` = 324 OR `Laps` = 322 OR `Laps` = 307 OR `Laps` = 300 OR `Laps` = 299 OR `Laps` = 285 OR `Laps` = 253 OR `Laps` = 251 OR `Laps` = 164 OR `Laps`",5.424140930175781
nan,"SELECT 
         `Year`, 
         SUM(CASE WHEN `Mens singles` IS NOT NULL AND `Mens singles`!= '' THEN 1 ELSE 0 END) AS MensCount,
         SUM(CASE WHEN `Womens singles` IS NOT NULL AND `Womens singles`!= '' THEN 1 ELSE 0 END) AS WomensCount,
         SUM(CASE WHEN `Mens doubles` IS NOT NULL AND `Mens doubles`!= '' THEN 1 ELSE 0 END) AS MensDoubleCount,
         SUM(CASE WHEN `Womens doubles` IS NOT NULL AND `Womens doubles`!= '' THEN 1 ELSE 0 END) AS WomensDoubleCount,
         SUM(CASE WHEN `Mixed doubles` IS NOT NULL AND `Mixed doubles`!= '' THEN 1 ELSE 0 END) AS MixedDoubleCount
     FROM 
         table_1_12027364_1",9.706818580627441
"
    What are the top 5 titles with the most episodes and how many episodes do they have?
    ","SELECT `Title`, COUNT(*) AS Episode_Count
    FROM `table_1_12030612_9`
    GROUP BY `Title`
    ORDER BY Episode_Count DESC
    LIMIT 5;",0.009572502225637436
"
    What is the director with the most episodes directed?
    ","SELECT `Directed by`, COUNT(*) AS Episode_Count
    FROM `table_1_12033013_1`
    GROUP BY `Directed by`
    ORDER BY Episode_Count DESC
    LIMIT 1;",0.001966770738363266
"
What episodes have the highest number of seasons along with their directors and writers?
","SELECT DISTINCT T1.`No. in season`, T1.`Title`, T2.`Directed by`, T2.`Written by`
FROM `table_1_12033013_3` AS T1
INNER JOIN `table_1_12033013_3` AS T2
ON T1.`No. in season` = T2.`No. in season`;",0.04726296290755272
"
What districts had members die and who were their successors?
","SELECT `District`, `Reason for change`, `Successor`
FROM `table_1_1204065_2`
WHERE `Reason for change` LIKE 'Died%'
ORDER BY `Date successor seated`;",0.04177417233586311
"
What are the total number of models supporting each version of NetFlow?
","SELECT `Vendor and type`, 
       `Models`, 
       COUNT(`NetFlow Version`) AS `Total Models with Each Version`
FROM (
    SELECT `Vendor and type`, 
           `Models`, 
           `NetFlow Version`
    FROM `table_1_1206114_2`
    WHERE `NetFlow Version` IN ('v5', 'v8', 'v9')
)
GROUP BY `Vendor and type`, `Models`
ORDER BY `Vendor and type`, `Models`;",2.5148539543151855
